mine_id,state,mine_type,shift,workers_underground,methane_ppm,co_ppm,water_seepage_m3h,roof_stability,pillar_stress_kpa,ventilation_cfm,incident_history,near_miss_last_30d,equipment_maintenance_days,target_incident
MINE164,Chhattisgarh,Underground,Night,39,1055.7498631464061,5.0,1.52952072737393,71.99698118549445,4588.636121293056,19206.983681702575,0,1,3.5358037596275493,0
MINE165,Jharkhand,Underground,Night,39,1408.8503991477867,45.42177910534731,2.2486596505706125,95.9884192510674,5932.303842571515,15921.755120605912,1,3,0.8253118270108132,0
MINE166,Telangana,Underground,Day,50,1044.6922281392356,26.553249991994015,1.0806746289457896,98.08713518715976,2891.413630360276,22429.55597816051,1,0,0.2265180262171421,0
MINE167,Odisha,Underground,Night,43,1173.572626791278,28.98147265122537,2.6237026901244773,98.5859731540549,4116.208466533492,29488.27885824872,0,0,7.485971097459384,0
MINE168,Odisha,Underground,Day,41,1850.9809764241627,24.420922501230912,1.4757130058001913,70.76811334599134,4673.172023322095,31280.98719706841,0,1,6.595730047182775,0
MINE169,Chhattisgarh,Underground,Night,52,772.8952089348231,17.64883199275412,0.15414267692102354,93.46054357476706,2299.5530788446786,30938.566920692276,0,0,8.625620260946954,0
MINE170,Telangana,Underground,Day,42,644.4471805276024,23.140755190512294,0.426426666494795,60.765707583469826,3499.6820604403124,20920.452324257236,1,1,7.5596282776871915,0
MINE171,Jharkhand,Opencast,Night,50,1435.0768994395821,9.006052378056888,3.6651407181692206,61.39645687916909,3684.1337523165766,19231.46838184818,0,0,0.84959686648163,0
MINE172,Odisha,Underground,Night,47,996.4070816117691,47.77086498053305,2.5813338932755387,39.74316221063459,3544.835551379402,27483.173074899478,3,0,2.4080771110826964,0
MINE173,Telangana,Underground,Night,33,1104.528741677214,12.65488001577604,4.503061407521523,100.0,4730.267454025977,28175.500057989626,0,0,0.9710266213575329,0
MINE174,Telangana,Underground,Night,49,965.6530865606658,14.680337161528206,0.2501227276081484,62.04030226385883,4307.328468597843,27000.848026002488,1,3,12.959335941661914,0
MINE175,Chhattisgarh,Opencast,Day,51,1122.0599577697462,20.597407956135996,9.255349983238926,73.1020113037941,3833.6566768787566,14929.683628811183,2,1,9.617895377107242,0
MINE176,Odisha,Underground,Day,60,1679.5614336289025,37.88075724852378,0.4699432407532499,61.34513487107574,5013.555151863162,20665.577075582667,1,0,1.575378902675621,0
MINE177,Odisha,Underground,Day,40,1440.6385375854359,25.14508999262654,0.023699617538341683,85.42747872495211,6567.6896611755,24851.556048570106,2,0,2.922507782654577,0
MINE178,Jharkhand,Opencast,Day,41,1458.667053566093,12.638642039695377,11.922211394875937,69.3654950892399,6467.107820090103,27436.090973152135,2,1,23.79753844970541,0
MINE179,Odisha,Opencast,Night,50,775.1318832622064,37.543383607573396,0.6599933758786732,55.427746643505756,2192.6738735251965,28836.536813012433,0,0,6.312562924669495,0
MINE180,Jharkhand,Opencast,Day,45,854.6538790341392,32.31000626785482,2.2053578073750444,81.62493846279091,5192.486620602167,25721.2676114102,1,1,11.306628592584216,1
MINE181,Odisha,Underground,Night,42,348.2764021543719,30.384349572164524,0.388826286562516,53.49404962784657,4286.372051923394,26653.91903269118,0,0,2.15129963461171,0
MINE182,Chhattisgarh,Underground,Night,52,957.1857536751738,32.157342411708406,1.7360896801554673,62.43891412026763,4686.186411438428,25424.32729180552,1,0,1.6505252633350462,0
MINE183,Odisha,Underground,Night,49,1487.0109559156977,48.94361900582451,4.687543192349008,43.39666328060879,4022.0603597489417,28428.096871092413,0,1,10.724646495918972,0
MINE184,Jharkhand,Opencast,Day,57,1355.0839547245114,46.85094895036112,0.771857877995389,53.6406283170359,4641.106355864643,26564.328257454556,1,0,8.105693274123881,1
MINE185,Jharkhand,Underground,Night,40,1133.546021114363,18.132846569967047,2.2188650904226814,77.67793754580717,4681.688875286422,25328.688300236437,1,1,7.997464938166856,0
MINE186,Chhattisgarh,Underground,Night,38,1193.309914884584,41.23884992811152,0.41627242572357687,45.53195942845613,3805.2578911812925,23658.156004313096,0,1,5.630656696117446,0
MINE187,Odisha,Underground,Day,42,993.3343372273783,28.831681897589004,1.960567596764842,52.78281413067427,3424.3589426097833,25406.457125212404,0,0,5.804024794771756,0
MINE188,Odisha,Opencast,Night,53,1261.4276647205352,29.990958161377492,0.8203032006079857,74.96446625800787,3961.565180856619,27422.956894196373,3,2,9.314627129814344,0
MINE189,Chhattisgarh,Underground,Night,50,1429.7634838441845,8.077291683566713,0.4745058911216644,66.84589655860421,4781.111117348119,26337.376944490305,0,1,2.2029990054914386,0
MINE190,Odisha,Underground,Day,59,715.2339637768582,23.29614234611804,0.7513720312460566,100.0,5218.795610021117,26904.132091726267,0,0,3.0453583332956318,0
MINE191,Odisha,Underground,Day,43,1289.8943063512045,16.87176409663435,0.3940772108962442,100.0,5524.018772808176,31713.609306755927,0,1,14.370239124543009,0
MINE192,Jharkhand,Underground,Day,51,1479.7304612864002,33.28058814893309,4.643864248072732,61.9811630587327,3906.971972319705,26325.819613732936,3,2,2.585942772767995,0
MINE193,Odisha,Underground,Day,43,1075.469913310989,35.710805004028046,1.0122961156997006,83.35706427605223,4840.613480763284,21755.00739763421,3,1,5.532381321657924,0
MINE194,Odisha,Underground,Day,53,1410.210183636175,5.0,0.5628150770826598,86.23923835319177,5655.003110343958,29418.033929970843,1,0,8.489669653418254,0
MINE195,Chhattisgarh,Underground,Day,44,2044.396333341766,24.779651359957295,1.1898926964075744,66.03781712963395,5898.713874172954,18169.008311655412,2,2,30.0,0
MINE196,Chhattisgarh,Underground,Day,49,1168.6971621039324,36.21861504794252,0.7729025448481908,52.56687695252694,4429.400575042173,19592.933096303565,0,0,4.0001171824897295,1
MINE197,Telangana,Underground,Day,30,1317.992115001597,23.13321037686555,2.7284337744484155,74.81552326037914,4234.8819300724645,26679.236323600344,3,0,3.911450707555888,0
MINE198,Jharkhand,Underground,Night,49,978.5828749015825,32.29063645002364,7.096143031740013,72.40731487778834,4729.349080603671,27581.983338932892,0,3,12.942237822327709,0
MINE199,Odisha,Underground,Day,38,1254.375348780615,28.51165467627084,1.1526266364882531,68.46353254544071,3120.351032523113,18774.743882480027,0,1,11.461373785723724,0
MINE200,Odisha,Underground,Night,46,1338.0814874946911,28.416602319526262,3.947043324590407,81.63475302246728,4267.668586757391,23085.91259506625,0,2,9.193282191850328,0
MINE201,Telangana,Underground,Day,37,1258.4527020810415,22.286850219317024,1.668790591860861,63.73905589491602,5393.503678167755,21969.580838901707,1,2,4.3552943428228215,0
MINE202,Odisha,Underground,Day,41,894.091404087343,12.834191958642904,0.34213583067013303,57.72003678631285,5270.336555332441,22566.618385592017,1,2,2.7403050364226806,0
MINE203,Jharkhand,Underground,Day,48,1261.9085313976352,13.784698525749725,2.346387694725757,76.63624455524747,4175.678874763333,29717.98888136473,0,2,6.568510575233724,0
MINE204,Telangana,Underground,Day,40,1638.658781615291,32.09352514455317,1.44076749072495,80.78955138853314,4761.2618413046,28532.527317736265,3,0,14.624932614179864,0
MINE205,Jharkhand,Opencast,Day,46,1334.5907293543582,25.19458255518883,2.1031131026502137,57.350325841499206,3510.419591651175,24904.389100731463,0,0,15.06573923440569,0
MINE206,Telangana,Underground,Night,56,1488.5961567215522,23.61487755392775,4.4088744786067116,88.92135916486622,5344.190577870029,22270.19036442536,0,3,0.8039358973654052,0
MINE207,Telangana,Opencast,Day,48,1128.8964089962117,20.761099576776473,1.1611896310804546,48.44278293335883,4406.614276636233,18251.7516488993,0,1,3.9146020163243613,0
MINE208,Chhattisgarh,Underground,Night,46,1424.970071827113,21.948111545192482,4.6288624284360465,66.32829811926536,4168.8582579646345,32100.924693909743,1,0,4.374782713335027,0
MINE209,Jharkhand,Underground,Night,41,1283.7803514649577,35.46911794488139,2.777948010576462,71.12987195703586,4065.9313966879363,27960.569501424594,2,1,26.595664240101613,0
MINE210,Odisha,Opencast,Day,47,914.7267810938304,21.647559181319732,1.3412256966290939,65.45664431022105,4424.52735972017,21466.654479634297,0,2,7.932382987296739,0
MINE211,Odisha,Underground,Day,50,1295.5563014396623,11.589352866984314,1.8487573811116402,66.52409289673211,3962.54682608165,28597.997488124456,1,2,3.6608355685309837,0
MINE212,Jharkhand,Underground,Night,41,902.4910009679069,32.43651775540173,0.7878077919879488,100.0,5289.771643203076,24648.88189712687,0,2,0.18482385811689023,0
MINE213,Odisha,Underground,Day,49,1010.1359175345624,22.951233361352827,8.22061861526115,62.23673866441652,4025.6597423805833,23564.452475688286,1,0,5.8330654594068925,0
MINE214,Odisha,Underground,Day,31,1256.7984921877123,25.313958655327763,2.2013357782379877,100.0,6411.556915232857,27176.057641448013,3,0,0.7070697617870719,0
MINE215,Jharkhand,Opencast,Night,59,1289.173282014037,41.075783063995104,0.08967436525506758,81.55690169596578,6258.252604177657,21292.508750436376,0,0,12.589372301445156,0
MINE216,Telangana,Opencast,Day,48,843.2302604768613,24.79439442649493,0.7908966057052004,76.38082705967987,3430.147812174594,23281.21740244945,2,2,9.774940672418033,0
MINE217,Jharkhand,Opencast,Night,38,1516.1957313548628,27.891836731187254,1.9526889626834352,82.14360530081498,4583.6451233151365,25607.30532099773,1,2,4.3199063105929785,0
MINE218,Telangana,Underground,Night,50,1371.601883490142,13.210765087016746,0.11596444737815971,100.0,3719.212054396566,22502.74403557393,0,4,3.925146949704555,0
MINE219,Odisha,Opencast,Day,40,988.5814693167349,22.803305476490397,0.04834808634571605,60.09610494102828,4108.022924173666,28345.42605133762,3,0,15.934258519322952,0
MINE220,Odisha,Opencast,Day,44,738.7245610652474,31.095260452086013,1.1957621471910915,58.19373121595416,6902.912961173757,34345.332518391304,0,2,2.3822492781765936,0
MINE221,Odisha,Underground,Day,32,1156.5286262755706,9.446262661587577,0.8090016854010477,63.677007051421185,4130.914299461041,21228.509336964285,0,2,2.0046334579089087,0
MINE222,Chhattisgarh,Underground,Day,35,1066.216885841652,27.008450931157096,1.1535698026293217,75.48214720446842,4932.271244492915,16674.373518479777,0,1,19.600862873486303,1
MINE223,Telangana,Opencast,Day,50,1233.942137115907,26.007910726448063,0.6095026804357184,49.113433127811405,5149.585552809934,14991.299162618692,0,1,11.597388483701518,1
MINE224,Chhattisgarh,Underground,Night,43,1091.06500165333,25.412874555874392,0.35997116727309464,75.33508858977912,3299.244753020111,24247.659292525088,2,1,12.027959991401664,0
MINE225,Chhattisgarh,Opencast,Day,43,597.7629417764971,35.37158898658243,2.336846855991963,100.0,3473.885430708954,21684.177049369086,1,0,1.5200765553913786,0
MINE226,Jharkhand,Underground,Day,39,1083.4959185096525,28.344385148485216,1.4454449648985543,77.27111085937166,3052.7731543102573,26039.302505335403,2,0,1.0826396065915527,0
MINE227,Chhattisgarh,Opencast,Night,40,1108.314266679506,39.78071898356444,0.4466726679145959,70.60971811537084,3436.8351193226677,25662.988360130505,0,3,0.18462020094780943,0
MINE228,Jharkhand,Underground,Night,47,1390.0983074322176,15.064104844059639,0.7701177562099787,65.72759326974558,2000.0,16983.91576692952,0,1,1.8938615600104605,0
MINE229,Jharkhand,Underground,Night,41,990.5400976166851,26.35924567218348,1.792034801651397,88.47767556827347,5153.498880952354,15925.58085259297,0,1,10.416444631794239,0
MINE230,Chhattisgarh,Underground,Day,47,1703.6024020117698,25.844667863899474,0.14994143855136632,62.61250840142929,6965.032609507283,26479.666201730477,1,3,1.9214117858947595,1
MINE231,Telangana,Opencast,Night,48,626.5078348044729,14.307455062449199,0.3190539004963728,100.0,4677.384886843833,25677.144173599787,3,1,9.142123557164659,0
MINE232,Telangana,Underground,Day,40,1593.3502493407873,34.56295002091346,0.15213338724020223,100.0,2800.477368791271,22870.910008167244,1,0,2.031607680509324,0
MINE233,Telangana,Underground,Day,49,1132.7043087365685,48.24673305852818,3.3460053645933328,78.85126197992682,3728.6683405200624,16714.282074338476,0,0,3.521072838825786,0
MINE234,Telangana,Underground,Day,41,1457.8754617030668,24.82993925516169,2.7919560594142374,74.82727367885032,3949.3477859700038,27356.956313824954,2,2,28.588939819311037,0
MINE235,Telangana,Opencast,Night,47,1223.94044521762,30.05021088273767,2.7992693525491847,90.45989712362339,3278.898267343949,31359.497727119717,1,0,1.9655173879684948,0
MINE236,Chhattisgarh,Underground,Day,59,1541.8666608076408,25.845184758153273,2.519854546228118,91.42197753340989,5532.219166074188,26389.912201094612,0,2,3.3053932875382936,0
MINE237,Chhattisgarh,Opencast,Day,38,1083.7914106341566,17.86415330092824,2.213604008068822,62.91012403410877,5472.312053250401,20762.63054717468,2,0,2.5076048635561623,0
MINE238,Odisha,Underground,Day,49,870.4138724466563,6.7923972219798365,1.2963167137375298,67.10167300294947,3113.4578474188083,25222.760827855756,0,4,0.812787789313782,0
MINE239,Telangana,Underground,Day,43,1626.151286181319,17.942265169046347,2.055999175267226,55.16478847975057,5370.0972533370095,18169.429595331574,0,0,4.711959072470459,0
MINE240,Chhattisgarh,Underground,Night,47,1165.9558062353576,11.080416190482687,0.07823347107726894,81.13597407501085,6332.175196292718,30289.803569193962,0,1,3.3314833607624244,0
MINE241,Odisha,Underground,Night,44,1266.4675420872632,42.04102078059118,1.9428904297983667,84.99941825185336,6783.069846275472,25409.221672647695,0,3,8.309513522924448,0
MINE242,Telangana,Opencast,Night,43,1570.4255742134385,23.848903060767608,3.0090543456526118,54.75111543208091,7938.254427703156,16159.21544123384,0,2,11.910663139828646,0
MINE243,Jharkhand,Underground,Day,38,890.4134273716695,21.540806709528294,1.3877283165916914,68.17201642775761,3417.6088206681634,23496.62819778159,0,1,5.500671672818397,0
MINE244,Odisha,Underground,Day,69,1378.6472692917773,33.89153824787806,0.8848184141235338,54.79119123627976,7889.0645116742435,27316.507551171155,0,0,0.22908289372605908,0
MINE245,Chhattisgarh,Opencast,Day,34,1023.0315730611327,13.78248897144112,0.6498729180338987,61.51800284634243,4074.9523337894543,23334.76189512239,1,2,6.753264946452484,0
MINE246,Jharkhand,Underground,Day,56,1160.3491933066884,17.331359619954476,2.058930339063539,83.26525590339449,3789.041453543383,23620.52139279913,3,2,0.3988873553888579,0
MINE247,Jharkhand,Underground,Day,40,1221.6836896152868,25.68072269248621,2.360520359012599,63.99776899982581,4892.486849853414,18877.98896476364,1,1,6.706287582563936,0
MINE248,Jharkhand,Opencast,Night,50,749.9334415659191,35.287689914234804,4.095383484601133,70.48761065951552,3801.526399088385,27832.70493540828,0,0,8.086944052051589,0
MINE249,Odisha,Underground,Day,47,966.3488871538696,30.01685045168788,0.8381164013943933,50.59032408079027,4978.852968775831,21757.653999904313,0,0,1.5424988037003127,1
MINE250,Chhattisgarh,Underground,Day,48,1605.3218677239418,27.483251425158823,2.937372983730464,77.80485314586997,2915.907374715238,14217.773114974836,0,0,11.978207518276083,0
MINE251,Jharkhand,Opencast,Day,49,1465.8573565754386,25.781177352360164,1.648133456055446,74.33590020233027,4213.4968775238785,23143.71314664803,0,0,16.940531310926797,0
MINE252,Telangana,Underground,Day,50,1181.2081268018296,29.00235855526775,4.2883696084568825,64.06561124950257,6042.698681234016,29905.748577851766,1,0,11.739782733232783,0
MINE253,Jharkhand,Underground,Day,40,1272.9370375538679,27.016529051292547,1.5007565939255985,72.16478553476288,4431.526450282613,23065.352767000262,1,1,2.5480038778527,0
MINE254,Jharkhand,Underground,Night,40,1111.7272483090628,14.700277252230642,1.4580869376200798,77.70442320755167,4669.914944087859,33689.9249256176,1,1,6.184105779141577,0
MINE255,Odisha,Opencast,Night,32,1606.9750157483945,25.460792216331512,1.7249174623048544,62.776977766359835,5070.310325660774,27144.839742742584,1,1,17.240521678556785,0
MINE256,Odisha,Underground,Night,50,1139.8942266617507,14.263113410822474,2.767119049532051,52.85606183997331,5904.793955181192,26693.790811401832,0,1,2.7064834823419504,0
MINE257,Chhattisgarh,Underground,Day,48,1269.5526276404544,25.810825429008236,6.68720525967573,100.0,2513.7303453726804,24358.008670411957,0,3,12.004671057260442,1
MINE258,Telangana,Opencast,Day,58,1543.8090432426195,20.193520585117586,0.15281923150416296,65.50090942934591,5201.428862204922,24658.568961178546,1,2,0.06664214131026208,0
MINE259,Odisha,Opencast,Day,38,966.788554546228,50.393816227828616,0.10983043314773575,73.54859845219666,4178.233032909884,23682.88182440248,0,3,0.025573577503402938,0
MINE260,Jharkhand,Underground,Day,50,1667.6367553490682,24.60105616248288,5.546788890529667,90.16259602530471,4699.965474374207,23488.653039587367,0,3,9.98140963055341,0
MINE261,Chhattisgarh,Underground,Night,45,740.8615770769869,10.957604337384112,1.509515985456912,100.0,5771.940203714852,27654.335810335746,0,3,10.032163479551473,0
MINE262,Jharkhand,Underground,Day,42,1688.8926393338397,23.658197893230753,1.9085201324053063,56.33270325166701,3066.976018305787,20320.84385104717,0,1,10.890523258341373,0
MINE263,Jharkhand,Opencast,Day,47,1088.1973248144077,30.19358745637888,1.3171962699403499,81.74740820589764,3284.8266702682927,19620.530856378704,0,0,18.61750456195739,0
MINE264,Odisha,Underground,Day,40,1127.1903756524155,41.733639461525236,0.19667591353311137,64.3867157205884,2177.4840483434323,19384.02474562311,2,0,0.8781990433339658,0
MINE265,Chhattisgarh,Underground,Day,55,632.9969486451172,19.105476000612818,2.9228064666979314,66.91814543134933,3841.0092698834683,35228.27273838577,2,1,1.8476219665616314,0
MINE266,Telangana,Opencast,Night,51,1063.561584786692,9.175720259763601,2.75050821989016,64.19681968489814,6096.51881325458,27651.7145083529,0,2,16.383820405478495,0
MINE267,Telangana,Opencast,Day,48,888.0580406919347,33.16837011430981,0.7470706304728714,58.115175482991226,4355.2953738318365,26522.461008400725,0,0,1.3656028090216175,0
MINE268,Odisha,Underground,Day,49,1017.7060963879583,11.19401294100349,0.7312562233363529,74.38062957323008,2891.850125214257,19712.42664853284,1,5,8.02497586412043,0
MINE269,Odisha,Opencast,Day,44,1158.806710263336,20.63844558492515,3.6383605851444494,52.88245969427646,3917.1855065099435,28116.711503374143,0,3,5.292057233988891,0
MINE270,Chhattisgarh,Underground,Day,58,1487.3374843418717,22.42379514489006,0.15021719266517405,89.20211349767806,2714.5659558112525,24417.143267733358,0,3,0.608013252479281,0
MINE271,Telangana,Opencast,Night,52,1262.2810054201877,24.30366546699892,4.259031552219762,75.82504404050061,3149.776677922606,26070.84470565875,0,1,2.350890935793759,0
MINE272,Telangana,Underground,Night,44,1292.3029960203341,31.891644570743356,0.5932080160224101,81.3365245935216,4966.582692316456,20116.89842068222,0,0,5.143214487715291,0
MINE273,Telangana,Underground,Night,41,871.3441833463313,18.163657177136123,1.7978092388789573,68.00717082080666,3091.3520084327656,25801.344287087883,1,0,13.390380227459838,0
MINE274,Jharkhand,Opencast,Night,31,935.773773119181,22.262707478332395,5.497562493322449,69.49194098682378,5835.161166243963,22880.832308967583,2,1,8.60595546576484,0
MINE275,Telangana,Underground,Day,57,1739.6175055053936,24.857296470506114,2.2671684907560365,79.31345857750992,4414.655651003597,21171.94421484906,0,1,6.807864241101107,0
MINE276,Jharkhand,Underground,Night,51,979.4396895710261,26.49597957518788,1.070338453796873,57.53924051391262,4602.713644733431,28670.531679036245,0,1,4.79670989602294,0
MINE277,Chhattisgarh,Opencast,Day,48,1696.8624756171887,25.978271747079226,2.3393631145731675,69.63014348379997,4165.952438870527,17311.460957349987,0,0,2.4835768009337884,0
MINE278,Jharkhand,Opencast,Day,37,1127.08164033574,29.3600577522258,0.8431268966383839,62.10579729182319,5427.417406252468,27823.881321570752,0,2,0.8888297887691639,0
MINE279,Chhattisgarh,Underground,Night,33,1200.6863808430512,33.43839509641737,0.6494070861006341,61.641467841134784,5439.791865332413,28422.43066776498,3,0,3.682475467585838,0
MINE280,Telangana,Underground,Day,48,1521.109548068979,28.92634115650968,11.417556627015186,43.35242639061538,4902.0652222946055,20601.781622243798,1,0,0.20253132757171172,0
MINE281,Telangana,Underground,Night,52,1581.567726581597,29.535855235092185,2.778920584228008,95.0898988422,5177.746927089178,20898.35769433766,1,2,1.6594185735253573,0
MINE282,Chhattisgarh,Underground,Day,35,1166.7562319162737,9.177768332535223,2.069698008670631,64.70191870269346,4245.492396095489,23884.871593667987,1,0,3.9653966550741933,0
MINE283,Odisha,Underground,Night,41,1083.5270839435384,25.502276991656803,0.8779082445968491,92.45064082745326,5150.6436082908585,26410.1810523111,2,1,3.796276471270347,1
MINE284,Chhattisgarh,Underground,Night,45,1183.223865443336,29.795075480016088,0.10082069313839293,91.03188482091439,4094.546669431432,24235.72504092887,2,0,0.3171450935053345,1
MINE285,Odisha,Opencast,Night,42,1301.3872584696355,32.2894119457045,0.06309872882548137,55.71000440225259,4502.677946594882,27167.8123009594,0,1,6.225159038978125,0
MINE286,Jharkhand,Underground,Night,52,1467.3911060609266,18.076492257662057,1.615685623834913,58.673831464907316,4170.427500760443,33814.898262687,0,0,5.5846440202149825,0
MINE287,Jharkhand,Underground,Night,41,1201.2689576982455,18.40960725111355,2.871244196239446,100.0,3951.337752816965,22461.41615425143,1,2,0.5692623288122898,0
MINE288,Jharkhand,Underground,Day,60,1385.665889406946,19.258993247164018,1.541695092575773,100.0,3673.0658427338517,16424.100146482895,0,3,20.072980759140258,0
MINE289,Telangana,Opencast,Day,42,1691.5079196812821,30.364138998913432,3.6750004814824924,74.52722230007844,5061.228124630663,29129.617915153267,3,1,0.7327246468239177,0
MINE290,Jharkhand,Underground,Day,35,1314.3928836794355,35.33881054924208,0.06799593973695589,78.86059659626024,6072.727095376156,33416.57287963765,1,1,13.509148839302778,0
MINE291,Odisha,Underground,Night,46,1293.4958568014335,20.925398927083982,0.9137865382088989,65.53730395579217,5905.322366003471,26963.841815255622,3,0,0.0021684592428969423,1
MINE292,Jharkhand,Underground,Day,49,744.3267524729797,34.07962313627049,0.541179015503813,81.4852907130051,2992.121596865478,19561.25662323166,0,1,14.97618960445001,1
MINE293,Chhattisgarh,Underground,Night,53,410.7809589512809,26.234798091645942,1.185782025261945,64.24227148916293,6047.043661688248,24380.538183823995,2,2,0.13941732460279976,0
MINE294,Chhattisgarh,Underground,Day,44,1316.5127187690505,23.75714222837564,0.15025844917328932,44.51469353552423,4118.209798058486,19407.38257894184,0,0,9.926287886226499,0
MINE295,Telangana,Opencast,Day,37,1171.5527306157383,22.88615770182031,6.163959516959197,55.17666320233424,5220.87961817471,28214.277469814737,3,0,3.1425274386948567,0
MINE296,Chhattisgarh,Opencast,Night,38,1045.5651975255773,32.46611364602157,0.5052873683072787,75.3163912177588,3412.5416015433466,18243.547986507827,0,2,9.381670194463856,0
MINE297,Odisha,Underground,Day,39,1273.0590612559033,28.2557781678707,5.110000194379472,58.033991467461185,4670.375896648807,23499.356065859,1,0,3.596169765245822,0
MINE298,Jharkhand,Underground,Day,37,1181.8788812409275,47.75825427647638,1.109879517867179,73.99083802629698,4876.467819476288,19978.31086853047,1,1,0.5148320118160844,0
MINE299,Telangana,Opencast,Day,49,1538.3340751901696,16.477753570026756,8.47054475714865,58.88008440850705,2718.4742496964163,25634.12342567481,0,2,10.212256962381563,0
MINE300,Jharkhand,Opencast,Night,45,1225.8332604776933,30.181017020299755,1.615134480300274,63.2646911624701,5229.920599613028,23168.291614311212,0,1,0.5174300199800915,0
MINE301,Jharkhand,Underground,Night,34,975.9230144789497,19.707989901884872,5.342458890004249,87.79747959619787,6115.122009405978,25883.81051625132,3,1,17.868141874465962,0
MINE302,Odisha,Underground,Day,39,1497.0498716877867,16.307130130113563,0.010726691508605517,78.71220821460157,4290.422465182047,25111.752774831828,0,3,0.36623384840933737,0
MINE303,Chhattisgarh,Underground,Day,35,1134.8606775161393,24.89132862965028,2.7585485686875177,74.8550336802998,6132.201756993615,20066.704861379447,1,1,4.568408360184817,0
MINE304,Chhattisgarh,Underground,Day,45,1357.961005101692,26.37352479407036,4.667133267608412,88.18445959605977,4272.367807857111,28134.38531764511,0,1,8.987034557346421,0
MINE305,Jharkhand,Opencast,Night,40,1056.7767881421598,54.181735550600926,0.3009960407856958,82.2091289002102,5519.501437255941,24756.171740784423,2,2,3.4974282554880682,0
MINE306,Telangana,Opencast,Night,43,1005.0519343507691,23.158541843167978,0.20213028959869234,96.69844936877051,2000.0,20057.3549606705,1,0,1.7144456490826534,0
MINE307,Chhattisgarh,Opencast,Day,47,1225.250469055709,13.698212705153166,1.1052844448777062,68.1021110652729,7402.5333351761565,36204.632781028966,0,1,9.96335094941093,0
MINE308,Telangana,Underground,Day,43,1203.8485930631055,27.730107174943857,5.426494549035046,68.55547532208737,6294.549894291548,27382.150833585623,0,3,10.736895238478908,0
MINE309,Chhattisgarh,Underground,Day,46,1343.94811061005,5.0,1.5634609382692863,55.48336100412982,4158.449394895585,24233.697233003473,1,1,17.91997504405446,0
MINE310,Telangana,Opencast,Night,49,1119.4062740070772,24.08043217395734,1.4992507920430547,68.5652892394137,2133.4931680274185,32076.022633509117,0,0,3.3030868197269805,0
MINE311,Odisha,Opencast,Night,45,649.0920648688808,25.160252822951605,0.30426637536611634,89.47154841453668,4845.634041966587,34209.078046933035,0,2,4.9401063297526795,0
MINE312,Telangana,Underground,Day,54,1070.1678349234835,32.94600382945212,0.001579645842481071,94.499810583932,2767.289343511492,24273.252888430576,1,0,3.1583109660372433,0
MINE313,Odisha,Opencast,Day,46,1438.1455401431447,34.736222494278465,3.322937596976941,89.40457752130001,5033.824245068986,26736.98743217381,0,3,2.0801855476550974,0
MINE314,Odisha,Opencast,Day,47,1110.7871762270681,19.964303810922825,0.18329781945159834,48.08712200175846,4993.878862997139,20059.985909985295,0,3,9.733043368530343,0
MINE315,Telangana,Underground,Night,42,1126.0849792456356,23.49385985370067,2.00942339683879,91.24717818991101,3370.3161971975705,24264.036246159943,1,0,2.904916528463576,0
MINE316,Odisha,Underground,Day,49,1495.912951771781,17.338791693893292,4.921203745147795,47.42222065091894,5845.160428337253,24004.68723120065,0,1,3.9121430877315593,0
MINE317,Jharkhand,Underground,Night,43,986.4080318223232,13.719374451923061,0.4680346975879571,88.47175986183521,5466.689643367408,25924.13516810827,0,0,3.618770452134984,0
MINE318,Odisha,Underground,Night,39,737.1590345271301,28.098947793806346,2.188879031037551,69.48323210143417,5670.988004746276,26663.80239318505,0,3,8.729653526311317,0
MINE319,Chhattisgarh,Underground,Day,43,1151.8106641423517,12.264144514034008,0.1639360359887266,85.53799970900783,4510.629244402675,27799.1422441403,1,2,17.489827376022816,0
MINE320,Telangana,Opencast,Day,51,1054.7478146253789,20.85373099428137,1.8514458703371297,55.013274781581515,2801.371119703552,26188.213281499797,1,1,7.692163559905863,0
MINE321,Jharkhand,Underground,Day,44,910.1261040740237,15.048260401007626,0.3580899914631611,92.5675144905922,5673.446726653365,18946.286866854178,1,1,4.465081389201313,0
MINE322,Telangana,Underground,Night,47,1147.3864632303928,30.496831862902596,2.663260568332381,53.025378808426666,4175.554321037051,20307.664471294574,0,2,10.573647905980433,0
MINE323,Chhattisgarh,Underground,Night,40,1347.451694174035,43.01430099266488,0.7168709706908254,64.97317633720233,2832.263828168797,22267.961902681636,0,4,7.170471116107275,0
MINE324,Chhattisgarh,Underground,Night,50,1197.2134315296553,11.984120171966687,1.2449711705387108,60.028580583464475,6122.447239169191,23588.797040383855,0,0,0.43767451488497056,0
MINE325,Chhattisgarh,Opencast,Day,53,1292.0943218058712,6.469815171024308,1.8297361987297638,48.68572720766252,7019.289024603011,30253.871452360567,0,0,0.7038769422948395,0
MINE326,Odisha,Underground,Day,42,1744.0223095546269,23.751131146499326,0.3757299720908867,76.41791351382703,4450.502245224956,19185.305065735436,2,0,0.2705814672500516,0
MINE327,Odisha,Underground,Night,44,1097.1363415327307,25.156977959577585,2.706785749328483,100.0,7090.94538552395,23212.9247591465,0,0,4.272154311582006,0
MINE328,Telangana,Opencast,Night,44,1283.5045903934008,27.18659306757298,0.7209079814903441,100.0,4609.577674333619,29765.047491070247,0,1,12.235006020610367,0
